"Gene","c1.lymph","c1.wbc","c1.crp","c1.ulccol","c1.crohns","c1.MS","c1.RA","c1.SLE","c1.T1D","c1.AD","c1.PD","c1.ALS","c1.epilepsy","c1.stroke","c2.lymph","c2.wbc","c2.crp","c2.ulccol","c2.crohns","c2.MS","c2.RA","c2.SLE","c2.T1D","c2.AD","c2.PD","c2.ALS","c2.epilepsy","c2.stroke","c3.lymph","c3.wbc","c3.crp","c3.ulccol","c3.crohns","c3.MS","c3.RA","c3.SLE","c3.T1D","c3.AD","c3.PD","c3.ALS","c3.epilepsy","c3.stroke","c4.lymph","c4.wbc","c4.crp","c4.ulccol","c4.crohns","c4.MS","c4.RA","c4.SLE","c4.T1D","c4.AD","c4.PD","c4.ALS","c4.epilepsy","c4.stroke"
"CXCR2",NA,NA,NA,NA,NA,NA,NA,NA,2.24668777313326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1806902989451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDX10",NA,NA,NA,NA,NA,NA,NA,NA,2.52783591628834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDX21",NA,NA,NA,NA,NA,NA,NA,NA,2.31864961374335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41683307559192,NA,NA,NA,NA,NA,NA,NA,NA,2.37355820298776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DHX29",NA,NA,NA,NA,NA,NA,NA,NA,3.26027555405126,NA,NA,NA,NA,NA,NA,3.11043545374238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75686006747425,2.52072824297253,NA,NA,NA,-2.79665369125284,NA,NA,2.10967639319518,NA,NA,NA,NA,NA
"DNAJC21",NA,NA,NA,NA,NA,NA,NA,NA,2.06424069732154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13421542525729,NA,3.41471135397754,NA,NA,NA,NA,NA,NA,2.08843233768294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45994029025568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPEP2",NA,NA,NA,NA,NA,NA,NA,NA,-2.16814532993989,NA,NA,NA,NA,NA,2.136744545244,NA,NA,NA,2.23041541237899,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23180755982891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29629566017238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EEF2K",NA,NA,NA,NA,NA,NA,NA,NA,2.11402370093939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13730060003996,NA,NA,NA,NA,NA,3.50085424164839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10024922631353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENTPD1_AS1",NA,NA,NA,NA,NA,NA,NA,NA,2.27599539968871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20948937594593,NA,NA,NA,NA,NA,2.18893120145792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPB41L4A_AS1",NA,NA,NA,NA,NA,NA,NA,NA,2.65073155984979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23394433731089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26199477043007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETFA",NA,NA,NA,NA,NA,NA,NA,NA,2.7548868853024,NA,NA,NA,NA,NA,NA,2.11560155613211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06360397334802,NA,NA,NA,NA,NA,NA
"EWSR1",NA,NA,NA,NA,NA,NA,NA,NA,2.4319923043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56268022200101,2.32568995316918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6007809774651,3.6533159917954,NA,NA,2.31825550704904,-2.71443732321629,NA,NA,2.07554576039999,NA,NA,NA,NA,NA
"FAIM",NA,NA,NA,NA,NA,NA,NA,NA,2.34237921106018,NA,NA,NA,2.3632403083366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28393054149871,NA
"FAM101B",NA,NA,NA,NA,NA,NA,NA,NA,2.31870682099816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79160012430339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34074183870143,NA,NA,NA,NA,NA,NA,NA
"FAM210B",NA,NA,NA,NA,NA,NA,NA,NA,2.22689965243198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14109431397776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM212B",NA,NA,NA,NA,NA,NA,NA,NA,2.49246770456138,NA,NA,NA,NA,NA,2.21444473855114,NA,NA,NA,NA,NA,NA,2.43571324638789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34464561624046,NA,2.75856664429849,NA,NA,NA,NA,NA
"FBXW8",NA,NA,NA,NA,NA,NA,NA,NA,2.16059732732102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16112994678829,NA,NA,NA,NA,NA,NA,NA,2.39890162136455,NA,NA,NA,NA,NA,NA,NA
"FKBP14",NA,NA,NA,NA,NA,NA,NA,NA,2.20116950384565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47569301012368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13735288822053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP9",NA,NA,NA,NA,NA,NA,NA,NA,2.61768615146118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05709815590797,NA,NA,NA,2.62740201411527,NA,NA,NA,2.22680405169495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48089748438179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLJ41200",NA,NA,NA,NA,NA,NA,NA,NA,2.51838810282292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13235486959276,NA,NA,NA,NA,NA,3.55420526874908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FUT6",NA,NA,NA,NA,NA,NA,NA,NA,2.08729373687903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22524269873649,NA,NA,2.43118091224097,NA,NA,2.72453967884658,3.14888163186521,NA,NA,2.18933365617671,NA,NA,-2.06183150059039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GPR83",NA,NA,NA,NA,NA,NA,NA,NA,2.91439804637368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62040687101908,NA,NA,3.21204576978845,2.13213761929423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06889979509083,NA,NA,2.8265449199127,NA,NA,NA,NA,NA
"GTF2IRD2",NA,NA,NA,NA,NA,NA,NA,NA,2.78002942705615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCAR1",NA,NA,NA,NA,NA,NA,NA,NA,2.30849573025541,NA,NA,NA,NA,NA,2.15200501865937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35367388957921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40425506405599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HDAC4",NA,NA,NA,NA,NA,NA,NA,NA,2.43201128754072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59630835974719,NA,2.08153737204318,NA,NA,-2.51100269878272,NA,NA,NA,NA
"HEATR1",NA,NA,NA,NA,NA,NA,NA,NA,2.06641318926753,NA,NA,NA,NA,NA,NA,3.05069733484842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILF3",NA,NA,NA,NA,NA,NA,NA,NA,2.78113101642622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19399470622598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33099803181662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INIP",NA,NA,NA,NA,NA,NA,NA,NA,2.07237524477423,NA,NA,NA,NA,NA,NA,2.74114049536028,NA,NA,NA,NA,NA,NA,2.87787459553774,NA,NA,NA,NA,NA,2.13068970525983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48342563101302,NA,NA
"INO80",NA,NA,NA,NA,NA,NA,NA,NA,2.23045028131381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26944864096962,-2.16948751766473,NA,NA,NA,NA
"IRAK3",NA,NA,NA,NA,NA,NA,NA,NA,2.53903894792728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27624194951731,NA,NA,NA,NA,NA,3.08704188296873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68134253207134,NA,NA,NA,NA,NA,-2.53865479831285,NA,2.25476353372449,NA,NA,NA,NA
"KCNMB3",NA,NA,NA,NA,NA,NA,NA,NA,2.36540164826191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27363725898888,NA,NA,NA,-2.94853628492219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIAA1143",NA,NA,NA,NA,NA,NA,NA,NA,2.80729033911387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78652475039577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16318802878295,2.63440079451554,NA,NA,2.19684947500099,-2.26923572020784,NA,NA,NA,NA,NA,NA,NA,NA
"LIMS3L",NA,NA,NA,NA,NA,NA,NA,NA,2.41609890392268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3053544938494,NA,3.29486396310062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIN52",NA,NA,NA,NA,NA,NA,NA,NA,2.13248832152459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48400665191064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60923454232882,NA,NA,NA,NA,NA,NA,2.16980582655637,NA,NA,NA,NA,NA
"LMCD1_AS1",NA,NA,NA,NA,NA,NA,NA,NA,2.58897874874742,NA,NA,2.12283121960767,NA,NA,NA,NA,NA,NA,NA,-2.50098828472419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC100130000",NA,NA,NA,NA,NA,NA,NA,NA,2.53148127160543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5461040656399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21452312982281,NA,NA,NA,NA
"LOC644669",NA,NA,NA,NA,NA,NA,NA,NA,2.20316718639885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52630272735826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRBA",NA,NA,NA,NA,NA,NA,NA,NA,2.93461054052354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15470684275966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45410336231938,NA,NA,NA
"MICU2",NA,NA,NA,NA,NA,NA,NA,NA,3.01067376554652,NA,NA,NA,-2.56792501223786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAA40",NA,NA,NA,NA,NA,NA,NA,NA,2.23531276695209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05958408460289,NA,3.08267394727796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54335093122776,NA
"NANOG",NA,NA,NA,NA,NA,NA,NA,NA,2.0989653682092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2663114677075,NA,NA,2.54344482078252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98811490576389,NA,NA
"NBN",NA,NA,NA,NA,NA,NA,NA,NA,-2.68230508850108,NA,NA,2.13355226908732,3.42954106811324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53390381813159,NA,NA,NA,2.60868806078571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NBPF16",NA,NA,NA,NA,NA,NA,NA,NA,2.66309172860063,NA,NA,NA,-2.09631885196326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NBR2",NA,NA,NA,NA,NA,NA,NA,NA,-2.73501488805645,NA,-2.60927660923446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03582278665408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFE2L2",NA,NA,NA,NA,NA,NA,NA,NA,2.44203372601946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06523193461726,NA,NA,NA,NA,NA,NA,NA,NA,3.05762177143597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13415472320146,3.76563497513378,NA,NA,NA,-2.75819130590709,NA,NA,NA,NA,NA,NA,NA,NA
"NOTCH2NL",NA,NA,NA,NA,NA,NA,NA,NA,2.30585490058989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09559897765616,NA,NA,NA,NA,NA,NA,-2.24392584263424,2.07391185802545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUP85",NA,NA,NA,NA,NA,NA,NA,NA,-2.12012446720024,NA,NA,NA,NA,NA,3.05490358623277,2.62444706535946,NA,NA,2.6402686211793,-2.55700324084944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16622605422099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OARD1",NA,NA,NA,NA,NA,NA,NA,NA,2.1292576861952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20409014015253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCBP1",NA,NA,NA,NA,NA,NA,NA,NA,-2.34299293327101,NA,NA,NA,3.25674087383106,-3.05349905600584,2.99420652800647,2.22551573382202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41298322124006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDK3",NA,NA,NA,NA,NA,NA,NA,NA,2.125069844448,NA,NA,NA,NA,NA,2.9929318008222,2.72851348809055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11962918830409,NA,NA,NA,2.36197835487471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLEKHA1",NA,NA,NA,NA,NA,NA,NA,NA,2.30701487050788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9273873358872,NA,NA,NA,NA,NA,2.75540057438882,3.33149905695083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POGZ",NA,NA,NA,NA,NA,NA,NA,NA,2.20233553938314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08302834158328,NA,NA,2.08579414108183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1677705212494,NA,NA,NA,NA,NA,NA,NA
"PPIP5K1",NA,NA,NA,NA,NA,NA,NA,NA,2.17507643760243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45518106304246,2.68750321193515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42637139362043,NA,NA,2.99739121653996,NA,NA,NA,NA,NA
"PRKRA",NA,NA,NA,NA,NA,NA,NA,NA,2.84281117228661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76806365111558,2.24575225972882,2.9395639334918,-2.6326352527922,NA,NA,NA,NA,2.17835780139512,NA,NA,NA,NA,NA,2.12826987851173,NA,2.93497444623757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QRICH1",NA,NA,NA,NA,NA,NA,NA,NA,2.70965841961913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65591063264802,NA,3.13893753691826,NA,NA,NA,NA,NA,NA,2.15812492439806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAP2C",NA,NA,NA,NA,NA,NA,NA,NA,2.27226730124306,NA,NA,NA,NA,NA,3.30782203916668,2.37465123761627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15663129012559,NA,NA,NA,-2.06219108934943,NA,NA,NA,NA,NA,NA,NA,NA
"RNASEH1",NA,NA,NA,NA,NA,NA,NA,NA,2.58334261652031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9297445429085,NA,NA,NA,NA,-2.51587615850178,NA,NA,NA,NA,NA,NA,NA,2.20914478717467
"RSAD2",NA,NA,NA,NA,NA,NA,NA,NA,2.42703520426787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36410611469086,NA,NA,NA,NA,-2.17525068608221,NA,NA,NA,NA,NA,NA,2.22982851883457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTBDN",NA,NA,NA,NA,NA,NA,NA,NA,-2.06900005569873,NA,NA,NA,NA,NA,NA,2.36498965573044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34159016540355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SASH1",NA,NA,NA,NA,NA,NA,NA,NA,2.1137831284195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50346624405947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBDSP1",NA,NA,NA,NA,NA,NA,NA,NA,2.06343252454277,NA,-2.40329053273006,NA,NA,NA,2.33418239162792,NA,NA,NA,NA,NA,2.07140600112343,NA,NA,NA,NA,NA,NA,NA,2.28022275798983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25076433938259,3.37333737043977,2.62326711368431,NA,NA,2.15330355498766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEC14L4",NA,NA,NA,NA,NA,NA,NA,NA,2.30754156834069,NA,-2.40215100639135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13559877482855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9013049413246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEPT6",NA,NA,NA,NA,NA,NA,NA,NA,2.57804773002488,NA,NA,NA,NA,NA,2.65229289707738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18020260101085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETD5_AS1",NA,NA,NA,NA,NA,NA,NA,NA,2.43478415628485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14061236794674,NA,NA,NA,-2.91298432431515,NA,NA,NA,-2.08837774403436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLA",NA,NA,NA,NA,NA,NA,NA,NA,2.07567619455412,NA,NA,NA,NA,NA,2.06789620295169,2.70093969098216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16836631594651,3.0424820179956,NA,NA,NA,-2.96239260692518,NA,NA,NA,NA,NA,NA,NA,NA,2.5453259718555,2.31290663090236,NA,NA,NA,NA,NA,NA,2.21694559416744,NA,NA,NA,NA,NA
"SLC25A26",NA,NA,NA,NA,NA,NA,NA,NA,2.78738489090466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85182905159957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14727325206588,NA,NA,NA,-2.73942020550265,2.23750727644266
"SLC30A9",NA,NA,NA,NA,NA,NA,NA,NA,2.46581475283172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11535362650994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC7A14",NA,NA,NA,NA,NA,NA,NA,NA,2.93014609084247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52224476984229,NA,NA,NA,NA,NA,2.67405245034431,3.08312897270403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNX5",NA,NA,NA,NA,NA,NA,NA,NA,4.20188241884094,NA,NA,NA,NA,NA,2.27196502250058,2.44791410352228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12505945819613,NA,NA,NA,NA,2.93747907479282,NA,NA,NA,NA,-2.43118918113324,NA,NA,NA,NA,NA,NA,NA,NA
"SREK1IP1",NA,NA,NA,NA,NA,NA,NA,NA,2.12957921704173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12543554064181,NA,NA,NA,NA,NA,NA,2.42622688757403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
